100
	0	3	0
	1	12	4
	2	30	9
	3	25	5
	4	11	5
	5	20	10
	6	50	0
	7	40	0
	8	29	8
	9	34	3
	10	45	2
	11	23	1
	12	40	3
	13	48	9
	14	44	2
	15	23	5
	16	42	7
	17	15	4
	18	17	1
	19	2	3
	20	20	3
	21	25	0
	22	36	8
	23	2	0
	24	15	3
	25	43	1
	26	47	0
	27	47	6
	28	32	6
	29	30	7
	30	40	1
	31	29	2
	32	29	4
	33	47	10
	34	9	2
	35	16	6
	36	21	0
	37	14	5
	38	14	8
	39	31	1
	40	47	9
	41	42	9
	42	9	8
	43	9	5
	44	2	10
	45	4	6
	46	0	8
	47	27	7
	48	38	2
	49	45	3
	50	35	8
	51	39	4
	52	41	4
	53	28	7
	54	43	0
	55	39	0
	56	35	5
	57	16	9
	58	22	3
	59	42	0
	60	0	10
	61	38	0
	62	26	0
	63	26	10
	64	35	7
	65	46	9
	66	34	4
	67	13	1
	68	45	10
	69	27	0
	70	21	2
	71	7	0
	72	0	8
	73	36	2
	74	8	6
	75	40	7
	76	30	8
	77	0	10
	78	40	3
	79	24	0
	80	44	0
	81	49	9
	82	3	8
	83	8	1
	84	43	0
	85	8	6
	86	30	0
	87	29	4
	88	18	7
	89	22	5
	90	26	1
	91	17	1
	92	20	5
	93	27	0
	94	34	10
	95	18	0
	96	3	9
	97	27	1
	98	9	10
	99	8	3
